order_id,first_name,last_name,date_of_birth,phone,email,street,city,postal_code,state,order_date,payment_type,product_name,price,quantity,order_total
61,Maurine,Yglesias,2/10/1979,414-748-1374,maurine_yglesias@yglesias.com,59 Shady Ln #53,Milwaukee,53214,WI,4/3/2013,ACH                      ,Donnix,16.99,3,336.88
61,Maurine,Yglesias,2/10/1979,414-748-1374,maurine_yglesias@yglesias.com,59 Shady Ln #53,Milwaukee,53214,WI,4/3/2013,ACH                      ,Ran Kayzap,28.99,3,336.88
61,Maurine,Yglesias,2/10/1979,414-748-1374,maurine_yglesias@yglesias.com,59 Shady Ln #53,Milwaukee,53214,WI,4/3/2013,ACH                      ,X-gostrong,84.99,1,336.88
61,Maurine,Yglesias,2/10/1979,414-748-1374,maurine_yglesias@yglesias.com,59 Shady Ln #53,Milwaukee,53214,WI,4/3/2013,ACH                      ,Trans Zimnix,45.99,1,336.88
62,Stephen,Emigh,3/6/1979,330-537-5358,stephen_emigh@hotmail.com,3777 E Richmond St #900,Akron,44302,OH,2/26/2015,BANK ACCOUNT             ,Mat Danin,91.99,1,168.98
62,Stephen,Emigh,3/6/1979,330-537-5358,stephen_emigh@hotmail.com,3777 E Richmond St #900,Akron,44302,OH,2/26/2015,BANK ACCOUNT             ,Redtom,76.99,1,168.98
63,Bernardo,Figeroa,1/6/1979,936-336-3951,bfigeroa@aol.com,386 9th Ave N,Conroe,77301,TX,7/9/2013,BANK ACCOUNT             ,Ran Kayzap,21.99,3,65.97
64,Timothy,Mulqueen,2/27/1979,718-332-6527,timothy_mulqueen@mulqueen.org,7 Benton Dr,Honolulu,96819,HI,6/8/2014,VISA                     ,Duo-Kix,23.99,1,283.93
64,Timothy,Mulqueen,2/27/1979,718-332-6527,timothy_mulqueen@mulqueen.org,7 Benton Dr,Honolulu,96819,HI,6/8/2014,VISA                     ,Anzamlax,85.99,2,283.93
64,Timothy,Mulqueen,2/27/1979,718-332-6527,timothy_mulqueen@mulqueen.org,7 Benton Dr,Honolulu,96819,HI,6/8/2014,VISA                     ,Donis,21.99,4,283.93
65,Jina,Briddick,1/23/1979,617-399-5124,jina_briddick@briddick.com,32860 Sierra Rd,Miami,33133,FL,4/17/2013,ACH                      ,Donnix,36.99,4,191.94
65,Jina,Briddick,1/23/1979,617-399-5124,jina_briddick@briddick.com,32860 Sierra Rd,Miami,33133,FL,4/17/2013,ACH                      ,X-gostrong,21.99,2,191.94
66,Brock,Bolognia,1/27/1979,212-402-9216,bbolognia@yahoo.com,422 E 21st St,Syracuse,13214,NY,1/1/2014,MASTER CARD              ,Donis,11.99,3,35.97
67,Jamal,Vanausdal,2/7/1979,732-234-1546,jamal@vanausdal.org,1 N Harlem Ave #9,Orange,7050,NJ,1/17/2014,VISA                     ,Qvo-Is,69.99,4,291.93
67,Jamal,Vanausdal,2/7/1979,732-234-1546,jamal@vanausdal.org,1 N Harlem Ave #9,Orange,7050,NJ,1/17/2014,VISA                     ,Statquaddax,3.99,3,291.93
70,Carma,Vanheusen,3/13/1979,510-503-7169,carma@cox.net,4 Bloomfield Ave,Irving,75061,TX,11/18/2014,VISA                     ,Dentodox,26.99,3,80.97
71,Vallie,Mondella,2/15/1979,208-862-5339,vmondella@mondella.com,455 N Main Ave,Garden City,11530,NY,11/15/2014,BANK ACCOUNT             ,Vilaity,38.99,1,38.99
72,Laurel,Reitler,2/22/1979,410-520-4832,laurel_reitler@reitler.com,6 Kains Ave,Baltimore,21215,MD,12/23/2013,ACH                      ,Zer Dax,73.99,2,147.98
73,Minna,Amigon,5/18/2063,215-874-1229,minna_amigon@yahoo.com,2371 Jerrold Ave,Kulpsville,19443,PA,3/16/2014,VISA                     ,Runhome,39.99,2,303.94
73,Minna,Amigon,5/18/2063,215-874-1229,minna_amigon@yahoo.com,2371 Jerrold Ave,Kulpsville,19443,PA,3/16/2014,VISA                     ,Dentodox,55.99,4,303.94
75,Wilda,Giguere,3/11/1979,907-870-5536,wilda@cox.net,1747 Calle Amanecer #2,Anchorage,99501,AK,2/26/2015,BANK ACCOUNT             ,Stimstring,44.99,2,89.98
77,Carma,Vanheusen,3/13/1979,510-503-7169,carma@cox.net,4 Bloomfield Ave,Irving,75061,TX,7/25/2013,VISA                     ,Vilaity,64.99,1,64.99
78,Myra,Munns,3/3/1979,817-914-7518,mmunns@cox.net,81 Norris Ave #525,Ronkonkoma,11779,NY,8/9/2014,MASTER CARD              ,Strongtam,61.99,4,721.91
78,Myra,Munns,3/3/1979,817-914-7518,mmunns@cox.net,81 Norris Ave #525,Ronkonkoma,11779,NY,8/9/2014,MASTER CARD              ,Redtom,100.99,4,721.91
78,Myra,Munns,3/3/1979,817-914-7518,mmunns@cox.net,81 Norris Ave #525,Ronkonkoma,11779,NY,8/9/2014,MASTER CARD              ,Donis,69.99,1,721.91
79,Jina,Briddick,1/23/1979,617-399-5124,jina_briddick@briddick.com,32860 Sierra Rd,Miami,33133,FL,2/14/2013,VISA                     ,Duo-Kix,50.99,3,540.85
79,Jina,Briddick,1/23/1979,617-399-5124,jina_briddick@briddick.com,32860 Sierra Rd,Miami,33133,FL,2/14/2013,VISA                     ,Temp Tip,70.99,4,540.85
79,Jina,Briddick,1/23/1979,617-399-5124,jina_briddick@briddick.com,32860 Sierra Rd,Miami,33133,FL,2/14/2013,VISA                     ,Ran Kayzap,9.99,4,540.85
79,Jina,Briddick,1/23/1979,617-399-5124,jina_briddick@briddick.com,32860 Sierra Rd,Miami,33133,FL,2/14/2013,VISA                     ,Sil-Ity,15.99,4,540.85
80,Vallie,Mondella,2/15/1979,208-862-5339,vmondella@mondella.com,74 W College St,Boise,83707,ID,8/30/2016,MASTER CARD              ,Runhome,33.99,1,445.88
80,Vallie,Mondella,2/15/1979,208-862-5339,vmondella@mondella.com,74 W College St,Boise,83707,ID,8/30/2016,MASTER CARD              ,Solo-In,19.99,3,445.88
80,Vallie,Mondella,2/15/1979,208-862-5339,vmondella@mondella.com,74 W College St,Boise,83707,ID,8/30/2016,MASTER CARD              ,Temp Tip,36.99,4,445.88
80,Vallie,Mondella,2/15/1979,208-862-5339,vmondella@mondella.com,74 W College St,Boise,83707,ID,8/30/2016,MASTER CARD              ,Solo-In,50.99,4,445.88
81,Solange,Shinko,1/12/1979,504-979-9175,solange@shinko.com,84 Bloomfield Ave,Spartanburg,29301,SC,1/30/2016,VISA                     ,Solo-In,19.99,1,57.97
81,Solange,Shinko,1/12/1979,504-979-9175,solange@shinko.com,84 Bloomfield Ave,Spartanburg,29301,SC,1/30/2016,VISA                     ,Zer Dax,18.99,2,57.97
82,Valentine,Gillian,1/15/1979,210-812-9597,valentine_gillian@gmail.com,775 W 17th St,San Antonio,78204,TX,4/5/2014,BANK ACCOUNT             ,Anzamlax,6.99,4,106.95
82,Valentine,Gillian,1/15/1979,210-812-9597,valentine_gillian@gmail.com,775 W 17th St,San Antonio,78204,TX,4/5/2014,BANK ACCOUNT             ,Mat Danin,78.99,1,106.95
83,Lorrie,Nestle,1/28/1979,931-875-6644,lnestle@hotmail.com,39 S 7th St,Tullahoma,37388,TN,12/17/2016,MASTER CARD              ,Runhome,27.99,3,83.97
84,Emerson,Bowley,1/25/1979,608-336-7444,emerson.bowley@bowley.org,762 S Main St,Madison,53711,WI,8/27/2015,MASTER CARD              ,Spanfind,87.99,4,351.96
85,Ezekiel,Chui,1/4/1979,410-669-1642,ezekiel@chui.com,4646 Kaahumanu St,Hackensack,7601,NJ,7/14/2014,ACH                      ,Redtom,67.99,3,203.97
86,Mitsue,Tollner,3/14/2064,773-573-6914,mitsue_tollner@yahoo.com,7 Eads St,Chicago,60632,IL,8/6/2015,MASTER CARD              ,Dentodox,72.99,3,218.97
87,James,Butt,12/8/1978,504-621-8927,jbutt@gmail.com,2409 Alabama Rd,Riverside,92501,CA,11/8/2014,MASTER CARD              ,K-qvokix,31.99,3,320.94
87,James,Butt,12/8/1978,504-621-8927,jbutt@gmail.com,2409 Alabama Rd,Riverside,92501,CA,11/8/2014,MASTER CARD              ,Stimstring,24.99,1,320.94
87,James,Butt,12/8/1978,504-621-8927,jbutt@gmail.com,2409 Alabama Rd,Riverside,92501,CA,11/8/2014,MASTER CARD              ,Statquaddax,99.99,2,320.94
89,Myra,Munns,3/3/1979,817-914-7518,mmunns@cox.net,81 Norris Ave #525,Ronkonkoma,11779,NY,8/4/2013,VISA                     ,Spanfind,22.99,3,125.94
89,Myra,Munns,3/3/1979,817-914-7518,mmunns@cox.net,81 Norris Ave #525,Ronkonkoma,11779,NY,8/4/2013,VISA                     ,Temp Tip,22.99,2,125.94
89,Myra,Munns,3/3/1979,817-914-7518,mmunns@cox.net,81 Norris Ave #525,Ronkonkoma,11779,NY,8/4/2013,VISA                     ,Donnix,10.99,1,125.94
90,Kati,Rulapaugh,1/16/1979,785-463-7829,kati.rulapaugh@hotmail.com,6980 Dorsett Rd,Abilene,67410,KS,1/19/2015,BANK ACCOUNT             ,Duo-Kix,18.99,3,152.95
90,Kati,Rulapaugh,1/16/1979,785-463-7829,kati.rulapaugh@hotmail.com,6980 Dorsett Rd,Abilene,67410,KS,1/19/2015,BANK ACCOUNT             ,Solo-In,47.99,2,152.95
91,Timothy,Mulqueen,2/27/1979,718-332-6527,timothy_mulqueen@mulqueen.org,44 W 4th St,Staten Island,10309,NY,11/17/2016,ACH                      ,Ecoeco,82.99,4,367.94
91,Timothy,Mulqueen,2/27/1979,718-332-6527,timothy_mulqueen@mulqueen.org,44 W 4th St,Staten Island,10309,NY,11/17/2016,ACH                      ,Donis,17.99,2,367.94
92,Lettie,Isenhower,3/2/1979,216-657-7668,lettie_isenhower@yahoo.com,5161 Dorsett Rd,Homestead,33030,FL,1/30/2016,VISA                     ,Vilaity,65.99,4,944.82
92,Lettie,Isenhower,3/2/1979,216-657-7668,lettie_isenhower@yahoo.com,5161 Dorsett Rd,Homestead,33030,FL,1/30/2016,VISA                     ,Donnix,88.99,3,944.82
92,Lettie,Isenhower,3/2/1979,216-657-7668,lettie_isenhower@yahoo.com,5161 Dorsett Rd,Homestead,33030,FL,1/30/2016,VISA                     ,Donis,17.99,1,944.82
92,Lettie,Isenhower,3/2/1979,216-657-7668,lettie_isenhower@yahoo.com,5161 Dorsett Rd,Homestead,33030,FL,1/30/2016,VISA                     ,Vilaity,67.99,4,944.82
92,Lettie,Isenhower,3/2/1979,216-657-7668,lettie_isenhower@yahoo.com,5161 Dorsett Rd,Homestead,33030,FL,1/30/2016,VISA                     ,Mat Danin,42.99,2,944.82
92,Lettie,Isenhower,3/2/1979,216-657-7668,lettie_isenhower@yahoo.com,5161 Dorsett Rd,Homestead,33030,FL,1/30/2016,VISA                     ,Qvo-Is,8.99,3,944.82
92,Lettie,Isenhower,3/2/1979,216-657-7668,lettie_isenhower@yahoo.com,5161 Dorsett Rd,Homestead,33030,FL,1/30/2016,VISA                     ,Trans Zimnix,10.99,1,944.82
93,Shenika,Seewald,2/3/1979,818-423-4007,shenika@gmail.com,303 N Radcliffe St,Hilo,96720,HI,9/3/2013,MASTER CARD              ,Donnix,92.99,4,815.9
93,Shenika,Seewald,2/3/1979,818-423-4007,shenika@gmail.com,303 N Radcliffe St,Hilo,96720,HI,9/3/2013,MASTER CARD              ,Trans Zimnix,85.99,2,815.9
93,Shenika,Seewald,2/3/1979,818-423-4007,shenika@gmail.com,303 N Radcliffe St,Hilo,96720,HI,9/3/2013,MASTER CARD              ,Ron-Flex,67.99,4,815.9
94,Lavera,Perin,1/20/1979,305-606-7291,lperin@perin.org,798 Lund Farm Way,Rockaway,7866,NJ,12/31/2015,VISA                     ,Donis,3.99,1,231.96
94,Lavera,Perin,1/20/1979,305-606-7291,lperin@perin.org,798 Lund Farm Way,Rockaway,7866,NJ,12/31/2015,VISA                     ,Statquaddax,75.99,3,231.96
95,Tammara,Wardrip,3/8/1979,650-803-1936,twardrip@cox.net,4800 Black Horse Pike,Burlingame,94010,CA,11/9/2014,ACH                      ,Vilaity,20.99,2,41.98
96,Lorrie,Nestle,1/28/1979,931-875-6644,lnestle@hotmail.com,501 N 19th Ave,Cherry Hill,8002,NJ,4/2/2014,BANK ACCOUNT             ,Spanfind,40.99,1,756.81
96,Lorrie,Nestle,1/28/1979,931-875-6644,lnestle@hotmail.com,501 N 19th Ave,Cherry Hill,8002,NJ,4/2/2014,BANK ACCOUNT             ,Temp Tip,8.99,4,756.81
96,Lorrie,Nestle,1/28/1979,931-875-6644,lnestle@hotmail.com,501 N 19th Ave,Cherry Hill,8002,NJ,4/2/2014,BANK ACCOUNT             ,X-gostrong,49.99,4,756.81
96,Lorrie,Nestle,1/28/1979,931-875-6644,lnestle@hotmail.com,501 N 19th Ave,Cherry Hill,8002,NJ,4/2/2014,BANK ACCOUNT             ,Sil-Ity,54.99,3,756.81
96,Lorrie,Nestle,1/28/1979,931-875-6644,lnestle@hotmail.com,501 N 19th Ave,Cherry Hill,8002,NJ,4/2/2014,BANK ACCOUNT             ,X-gostrong,44.99,4,756.81
96,Lorrie,Nestle,1/28/1979,931-875-6644,lnestle@hotmail.com,501 N 19th Ave,Cherry Hill,8002,NJ,4/2/2014,BANK ACCOUNT             ,Spanfind,44.99,3,756.81
97,Tammara,Wardrip,3/8/1979,650-803-1936,twardrip@cox.net,4800 Black Horse Pike,Burlingame,94010,CA,1/8/2014,BANK ACCOUNT             ,Anzamlax,6.99,4,107.95
97,Tammara,Wardrip,3/8/1979,650-803-1936,twardrip@cox.net,4800 Black Horse Pike,Burlingame,94010,CA,1/8/2014,BANK ACCOUNT             ,Anzamlax,79.99,1,107.95
98,Kallie,Blackwood,2/16/1979,415-315-2761,kallie.blackwood@gmail.com,701 S Harrison Rd,San Francisco,94104,CA,10/29/2013,ACH                      ,Sil-Ity,26.99,4,135.95
98,Kallie,Blackwood,2/16/1979,415-315-2761,kallie.blackwood@gmail.com,701 S Harrison Rd,San Francisco,94104,CA,10/29/2013,ACH                      ,Solo-In,27.99,1,135.95
99,Stephen,Emigh,3/6/1979,330-537-5358,stephen_emigh@hotmail.com,3777 E Richmond St #900,Akron,44302,OH,6/18/2015,VISA                     ,Duo-Kix,29.99,4,265.94
99,Stephen,Emigh,3/6/1979,330-537-5358,stephen_emigh@hotmail.com,3777 E Richmond St #900,Akron,44302,OH,6/18/2015,VISA                     ,Donnix,72.99,2,265.94
